Organisation_Code,Legal Name,Business Name(s),Is RTO,Status,Registration Manager,Legal Authority,Initial Registration Date,Registration Start Date,Registration End Date,Registration End Reason,Head Office Physical Address,Head Office Location State,Latitude,Longitude,VET Org Role,RTO Type,ABN,ACN,URL,CEO Contact Name,CEO Email,CEO Mobile,CEO Phone,Public Enquiries Contact Name,Public Enquiries Contact Role Job Title,Public Enquiries Group Name,Public Enquiries Organisation,Public Enquiries Email,Public Enquiries Mobile,Public Enquiries Phone,Registration Enquiries Contact Name,Registration Enquiries Contact Role Job Title,Registration Enquiries Email,Registration Enquiries Mobile,Registration Enquiries Phone,NSW Delivery Approved,VIC Delivery Approved,QLD Delivery Approved,SA Delivery Approved,WA Delivery Approved,TAS Delivery Approved,NT Delivery Approved,ACT Delivery Approved,International Delivery Approved,Current Restriction/Regulatory Decision
91492,Belelmo Pty Ltd,Essential Business Training,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,17/04/2009,18/04/2019,17/04/2026,,"Shop 1 9 Park Ave, COFFS HARBOUR, NSW, 2450",New South Wales,-30.29785,153.11361,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,41065035654,65035654,,Dr. Bindu Smith,Bindu@ebt.nsw.edu.au,406990993,400420773,Mr. Brodie Smith,CEO,,Belelmo Pty Ltd,admin@ebt.nsw.edu.au,,297137578,Mr Brodie Smith,CEO,Brodie@ebt.nsw.edu.au,,406990993,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91494,SAL Consulting Pty Ltd,SAL Consulting,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,16/04/2009,17/04/2019,16/04/2026,,"Suite 12, Level 1, Pennant Hills, NSW, 2120",New South Wales,-33.71943,151.10771,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,34113176784,113176784,http://www.salconsulting.com.au,Ms Elizabeth Summers,training@salconsulting.com.au,400522440,294817862,Mrs. Katherine Newton,Training Portfolio Manager,,SAL Consulting Pty Ltd,katherine.newton@salconsulting.com.au,,439203615,Mrs. Elizabeth Summers,Director,liz.summers@salconsulting.com.au,400522440,400522440,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91496,Academy of Surfing Instructors Pty Ltd,Academy of Surfing Instructors Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,20/04/2009,21/04/2019,20/04/2026,,"Unit 502 136-138 Curlewis St, BONDI BEACH, NSW, 2026",New South Wales,-33.88901,151.27443,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,27106467976,106467976,http://www.academyofsurfing.com,Ms Tania Nesbitt,info@academyofsurfing.com,,293654170,Ms Tania Nesbitt,Director,,Academy of Surfing Instructors Pty Ltd,info@academyofsurfing.com,,293654170,Ms Tania Nesbitt,Director,info@academyofsurfing.com,,293654170,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
91497,Proteen for Teens Inc,National Training Solutions,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,20/04/2009,21/04/2019,19/04/2026,,"570 Union Rd, LAVINGTON, NSW, 2641",New South Wales,-36.0511,146.92702,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,88217712986,,http://www.ntsn.edu.au,Ms Lynette Spokes,ceo@ntsn.edu.au,412544455,1300161844,,,Reception,Proteen for Teens Inc,courses@ntsn.edu.au,,1300161844,Mr Matthew Spokes,RTO Manager,matt@ntsn.edu.au,413181378,1300161844,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91500,All Automotive Training Services Pty Ltd,ALL AUTOMOTIVE TRAINING SERVICES,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,21/04/2009,22/04/2019,2/01/2026,,"6 Russell Street, Riverwood, NSW, 2210",New South Wales,-33.94097,151.0534,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,45078076758,78076758,http://www.allautomotivetrainingservices.com,Mr. Steven Long,aats@bigpond.net.au,419407426,419407426,Mrs Colleen Long,Administration Manager,,All Automotive Training Services Pty Ltd,aats@bigpond.net.au,419407426,419407426,Mrs Colleen Long,Administration Manager,aats@bigpond.net.au,419407426,419407426,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
91503,Janine Rauwenhoff Management Pty Ltd,CHARLES INSTITUTE;MAKE UP SCHOOL SYDNEY,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,29/04/2009,30/04/2019,2/01/2026,,"Suite 1 534 Princes Hwy, ROCKDALE, NSW, 2216",New South Wales,-33.953467,151.137826,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,51089307371,89307371,https://makeupschoolsydney.edu.au/,Ms Israt Jakia Sultana,info@makeupschoolsydney.edu.au,1300036877,1300036877,Ms Israt Jakia Sultana,CEO,,Janine Rauwenhoff Management Pty Ltd,info@makeupschoolsydney.edu.au,1300036877,1300036877,Ms Israt Jakia Sultana,CEO,info@makeupschoolsydney.edu.au,1300036877,1300036877,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91506,Qualitycare Training & Development Pty Ltd,Qualitycare Training Institute;Qualitycare Training Services,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,6/05/2009,7/05/2019,6/05/2026,,"Shop 2 947-949 Victoria Rd, WEST RYDE, NSW, 2114",New South Wales,,,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,36129674906,129674906,http://www.qcti.com.au,Mr Akhilesh Chaukra,akhil@qualitycarenursing.com.au,421088351,288196636,Mr. Anil Kumar Phougat,Executive Manager,,Qualitycare Training & Development Pty Ltd,admin@qcti.com.au,,288196636,Mr. Anil Kumar Phougat,Executive Manager,admin@qcti.com.au,,288196636,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
91508,Group314 Pty Ltd,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,13/05/2009,14/05/2019,13/05/2026,,"2 Lamber St, TOLLAND, NSW, 2650",New South Wales,-35.14807,147.35323,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,14125444091,125444091,http://www.group314.com,Mr Kit Marshall,kit@group314.com,427178244,1300448779,Mr Kit Marshall,Director,,Group314 Pty Ltd,kit@group314.com,427178244,1300448779,Mr Kit Marshall,Director,kit@group314.com,427178244,1300448779,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91510,Australian Training Institute (NSW) Pty Ltd,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/06/2009,1/06/2019,31/05/2026,,"Level 6, Suite 610, Parramatta, NSW, 2150",New South Wales,-33.82234,151.00934,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,77130520606,130520606,https://www.australiantraininginstitute.edu.au/,Mr. Yalcin Or,yalcin@atifirstaid.com,433090013,298938813,Mr. Yalcin Or,Chief Executive Officer,,Australian Training Institute (NSW) Pty Ltd,yalcin@atifirstaid.com,433090013,298938813,Mr. Yalcin Or,Director,yalcin@atifirstaid.com,433090013,298938813,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91512,breakthru Ltd,breakthru College,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,29/08/2008,20/01/2019,19/01/2026,,"Level 10 52 Alfred St S, MILSONS POINT, NSW, 2061",New South Wales,-33.84703,151.21103,,Community Based Adult Education Provider,18097919607,97919607,http://www.breakthrucollege.edu.au,Matthew Mackay,Matthew.mackay@royalrehab.com.au,,434159610,Cheng Zhang,Student Support and Administration Officer,,breakthru Ltd,cheng.zhang@breakthru.org.au,,403245352,Mrs. Isabelle Durkin,National Training Manager,isabelle.durkin@breakthru.org.au,490857376,1800767212,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91513,Australian College of Professionals Pty Ltd,Australian College of Professionals Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,3/06/2009,4/12/2019,2/12/2026,,"Level 2 464 Kent St, SYDNEY, NSW, 2000",New South Wales,-33.87383,151.20564,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,32105687910,105687910,http://www.acop.edu.au,Dr Roslyn Sullivan,rosys@acop.edu.au,405333310,1300884810,Dr Roslyn Sullivan,Director and CEO,,Australian College of Professionals Pty Ltd,rosys@acop.edu.au,405333310,1300884810,Dr Roslyn Sullivan,Director and CEO,rosys@acop.edu.au,405333310,1300884810,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91514,Forkpro Australia Pty Ltd,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,3/06/2009,4/06/2019,3/06/2026,,"14 Walker St, HELENSBURGH, NSW, 2508",New South Wales,-34.19146,150.981461,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,53613046441,613046441,http://www.forkpro.com.au,Mr Todd Brennan,todd.brennan@forkpro.com.au,415678153,1300789606,Mr Todd Brennan,Chief Executive Officer,,Forkpro Australia Pty Ltd,todd.brennan@forkpro.com.au,415678153,1300789606,Mr Todd Brennan,Chief Executive Officer,todd.brennan@forkpro.com.au,415678153,1300789606,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91521,Absolute Education Pty Ltd,001 AAA ABSOLUTE Education,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,23/06/2009,24/06/2019,23/06/2026,,"28 Monash Parade, Dee Why, NSW, 2099",New South Wales,-33.75778,151.29925,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,12110570851,110570851,http://www.abed.com.au,Mr Peter Berginc,admin@ozob.com.au,418181815,1800427407,Mr Peter Berginc,Managing Director,,Absolute Education Pty Ltd,admin@ozob.com.au,418181815,1800427407,Mr Peter Berginc,Managing Director,admin@ozob.com.au,418181815,1800427407,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
91522,Purna Yoga Pty Ltd,Byron Yoga Centre,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,2/10/2009,3/10/2022,2/10/2029,,"50 Skinners Shoot Road, Byron Bay, NSW, 2481",New South Wales,-28.64496,153.60461,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,34124314209,124314209,http://www.byronyoga.com,Mr John Ogilvie,john@byronyoga.com,428872230,266858327,Miss Sole Rodriguez,Compliance Manager,,Purna Yoga Pty Ltd,caa@byronyoga.com,,266858327,Miss Sole Rodriguez,Compliance Manager,caa@byronyoga.com,,266858327,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
91523,All-Ways Training Services Pty Ltd,All-Ways Training Services,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,26/06/2009,27/06/2019,26/06/2026,,"16 Redemptora Rd, HENDERSON, WA, 6166",Western Australia,-32.15519,115.77409,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,69147650931,147650931,http://www.all-waystraining.com.au,Mr. Ian Blevin,iblevin@awtstraining.com.au,417987960,894346622,Mrs Jade Salmond,Enrolments Officer,,All-Ways Training Services Pty Ltd,admin@awtstraining.com.au,,894346622,Mrs Gemma Munro,Compliance Manager,gmunro@awtstraining.com.au,,894346622,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91528,South Pacific Training Group Pty Ltd,Australian Owner Builder Centre;Builders CPD Online;KELLS SAFETY CENTRE,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,16/07/2009,17/07/2025,16/07/2032,,"Level 11 65 York St, SYDNEY, NSW, 2000",New South Wales,-33.86796,151.20571,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,36131189136,131189136,http://www.ownerbuildercentre.com.au,Mr GREGORY CHRISTODOULOU,info@sptg.com.au,458130050,1300730752,Mr GREGORY CHRISTODOULOU,CEO,,South Pacific Training Group Pty Ltd,info@sptg.com.au,458130050,1300730752,Mr GREGORY CHRISTODOULOU,CEO,info@sptg.com.au,458130050,1300730752,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91530,Trainer Assessor Group Pty Ltd,Trainer Assessor Group,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,17/07/2009,17/07/2019,16/07/2026,,"Unit 26 131 Hyde St, FOOTSCRAY, VIC, 3011",Victoria,-37.81043,144.89891,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,53134168835,134168835,http://www.educlick.com.au,Mr. Zane Davidson,zane@educlick.com.au,455716777,455716777,Mr. Zane Davidson,CEO,,Trainer Assessor Group Pty Ltd,zane@educlick.com.au,455716777,455716777,Mr. Zane Davidson,CEO,zane@educlick.com.au,455716777,455716777,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91533,HCR Constructions Pty Ltd,SITS;SITS College;STEP INTO TRAINING SERVICES,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,17/07/2009,18/07/2021,17/07/2028,,"Office 5 Level 6, 269 Wickham St, FORTITUDE VALLEY, QLD, 4006",Queensland,,,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,16082365508,82365508,http://www.sits.edu.au,Mr Rajat Saraswat,rajat@sits.edu.au,406712255,1300467487,Mr Alexander Black,Head of Quality and Compliance,,HCR Constructions Pty Ltd,alex@sits.edu.au,425306567,1300467487,Mr Alexander Black,Head of Quality and Compliance,alex@sits.edu.au,425306567,1300467487,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91534,Advance Consulting & Training Pty Ltd,Advance OH&S Consultancy & Training,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,22/07/2009,23/07/2019,21/07/2026,,"Shop 4 78 Cahors Rd, PADSTOW, NSW, 2211",New South Wales,-33.94969,151.02976,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,49121557042,121557042,http://www.advanceohs.com.au,Mr Ahmed Hamodeh,ahmed@advanceohs.com.au,296354444,296354444,,,Reception,Advance Consulting & Training Pty Ltd,office@advanceohs.com.au,,296354444,Mr Ahmed Hamodeh,Director,ahmed@advanceohs.com.au,296354444,296354444,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91539,O'Halloran Fire & Medical Pty Ltd,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,5/08/2009,5/08/2021,4/08/2028,,"Unit 2 36 Bellevue St, NORTH PARRAMATTA, NSW, 2151",New South Wales,-33.79895,151.00822,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,80095033364,95033364,http://www.ofm.edu.au,Mr Steve O'Halloran,contact@ofm.edu.au,419638878,1300721444,Mr Steve O'Halloran,Managing Director,,O'Halloran Fire & Medical Pty Ltd,contact@ofm.edu.au,419638878,1300721444,Mr Steve O'Halloran,Managing Director,contact@ofm.edu.au,419638878,1300721444,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91541,RDP Training Pty Ltd,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,12/08/2009,25/01/2025,24/01/2032,,"380 Gerrybang Rd, GRENFELL, NSW, 2810",New South Wales,-33.94754,148.25499,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,42134842210,134842210,http://www.rdptraining.com.au,Mrs Rhonda Picton,rhonda@rdptraining.com.au,428828470,428828470,Mrs Rhonda Picton,Chief Executive Officer,,RDP Training Pty Ltd,rhonda@rdptraining.com.au,428828470,428828470,Mrs Rhonda Picton,Chief Executive Officer,rhonda@rdptraining.com.au,428828470,428828470,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
91542,Live and Learn Pty Ltd,Live and Learn Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,18/08/2009,19/08/2019,18/08/2026,,"SUITE 7 
181 MAROUBRA ROAD, Maroubra, NSW, 2035",New South Wales,-33.94182,151.23804,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,17124831750,124831750,http://www.liveandlearn.com.au,Mr LEO ZIADE,leo@liveandlearn.com.au,407466220,407466220,Mr LEO ZIADE,CEO,,Live and Learn Pty Ltd,leo@liveandlearn.com.au,407466220,407466220,Mr LEO ZIADE,CEO,leo@liveandlearn.com.au,407466220,407466220,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91543,Riding for the Disabled Association (NSW),,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,20/08/2009,1/02/2020,30/01/2027,,"8 Parkview Dr, SYDNEY OLYMPIC PARK, NSW, 2127",New South Wales,-33.846,151.07442,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,50001823267,1823267,http://www.rdansw.org.au,Mrs. Wendy Torr,wtorr@live.com.au,417251404,417251404,Ms. Nicole King,RTO Officer,,Riding for the Disabled Association (NSW),training@rdansw.org.au,418614423,287361257,Ms. Nicole King,RTO Officer,training@rdansw.org.au,418614423,287361257,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91544,Aus Loadshifting (ALS) Pty Ltd,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,21/08/2009,22/08/2019,21/08/2026,,"4 Purcell rd, Londonderry, NSW, 2753",New South Wales,-33.65261,150.75751,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,53151349745,151349745,http://www.ausloadshifting.com.au,Mr Holger Irmisch,ausload@bigpond.net.au,416155052,416155052,Mrs Judy Irmisch,Office Administrator,,Aus Loadshifting (ALS) Pty Ltd,ausload@bigpond.net.au,416155052,416155052,Mrs Judy Irmisch,Office Administrator,ausload@bigpond.net.au,416155052,416155052,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91545,Prestige Security & Training Services Pty Ltd,Prestige Training Academy,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,24/08/2009,1/02/2020,31/01/2027,,"Suite 6
1- 5 Jacobs Street, Bankstown, NSW, 2200",New South Wales,-33.9143,151.03725,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,66119358486,119358486,,Mr John Latif,johnl@prestigesecurity.com.au,418642888,418642888,Mrs Bianca Pelle,Manager,,Prestige Security & Training Services Pty Ltd,johnl@prestigesecurity.com.au,,297071077,Mrs Bianca Pelle,Manager,johnl@prestigesecurity.com.au,,297071077,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
91546,Fork Skills Operations Pty Ltd,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,27/08/2009,28/08/2019,27/08/2026,,"3/5 Harford st, Jamisontown, NSW, 2750",New South Wales,-33.76456,150.68642,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,88124656720,124656720,http://www.forkskills.com.au,Ms Rebecker Chapple,rebecker@forkSkills.com.au,401741371,247325192,Ms Rebecker Chapple,CEO,,Fork Skills Operations Pty Ltd,rebecker@forkSkills.com.au,401741371,247325192,Ms Rebecker Chapple,CEO,rebecker@forkSkills.com.au,401741371,247325192,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
91548,Forklift Training & Licensing Pty Ltd,Forklift Training & Licensing;Truck Training & Licencing,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,28/08/2009,29/08/2021,28/08/2028,,"Unit 24, 3-7 Cowell Street, Gladesville, NSW, 2111",New South Wales,-33.83258,151.12802,,Equipment And/or Product Manufacturer Or Supplier,75131802401,131802401,,Mr Marco DiBiagio,forklift.training.licensing@gmail.com,488264873,298170011,Mr Cornell Huysse,Administration Manager,,Forklift Training & Licensing Pty Ltd,forklift.training.licensing@gmail.com,408088308,408088308,Mr Cornell Huysse,Administration Manager,forklift.training.licensing@gmail.com,408088308,408088308,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
